Jun 01
405.50.525.44:6382 -> 1
60.78.204.85:6475 -> 1
306.10.731.17:5496 -> 1
679.55.101.77:4865 -> 1
981.46.448.88:4176 -> 1
56.29.701.67:4995 -> 1
110.7.486.26:5325 -> 1
593.7.202.36:5400 -> 1
561.7.898.32:5946 -> 1
492.56.342.82:5207 -> 1
720.42.370.98:4271 -> 1
546.37.438.51:5294 -> 1
309.66.707.40:6579 -> 1
615.57.779.11:5967 -> 1
269.15.848.30:4809 -> 1
575.13.444.48:6280 -> 1
881.59.3.41:6226 -> 1
449.53.135.28:6566 -> 1
454.32.843.84:5403 -> 1
902.74.356.53:6914 -> 1
666.38.684.82:5923 -> 1
837.35.633.95:4416 -> 1
975.69.685.87:6445 -> 1
771.56.782.52:4336 -> 1
116.53.681.46:4273 -> 1
392.95.711.30:6054 -> 1
965.37.848.78:6246 -> 1
257.84.378.70:4490 -> 1
42.47.907.94:5389 -> 1
373.68.634.62:6817 -> 1
867.87.106.2:6306 -> 1
906.37.552.48:6893 -> 1
484.38.748.24:4434 -> 1
969.85.275.56:5359 -> 1
933.57.43.35:6005 -> 1
990.65.351.90:5317 -> 1
108.68.872.30:4606 -> 1
31.54.739.4:5195 -> 1
901.62.586.73:5315 -> 1
847.29.707.88:6896 -> 1
738.26.135.92:4624 -> 1
74.74.221.19:5937 -> 1
102.83.335.37:4713 -> 1
113.47.198.53:5817 -> 1
220.58.874.19:6765 -> 1
435.42.401.88:6606 -> 1
751.88.961.26:5780 -> 1
535.86.380.28:6312 -> 1
965.94.436.84:5212 -> 1
986.37.425.15:4835 -> 1
626.49.116.77:4209 -> 1
734.9.50.66:5586 -> 1
951.96.400.39:5377 -> 1
525.45.592.54:4864 -> 1
233.41.438.3:6770 -> 1
248.36.248.72:5396 -> 1
603.7.829.19:6431 -> 1
859.34.283.37:5824 -> 1
482.12.616.84:5954 -> 1
317.6.773.49:6870 -> 1
Jul 10
658.42.659.1:6414 -> 1
527.48.606.34:4976 -> 1
743.88.819.59:6047 -> 1
307.75.349.57:6141 -> 1
661.50.487.28:6008 -> 1
333.43.424.27:5974 -> 1
26.90.994.43:6170 -> 1
326.23.83.32:5949 -> 1
330.49.414.85:4729 -> 1
103.93.39.72:4131 -> 1
135.66.69.17:4739 -> 1
29.19.227.36:6265 -> 1
698.59.96.91:4961 -> 1
76.11.512.83:5933 -> 1
340.81.428.58:5866 -> 1
222.86.465.12:5935 -> 1
274.81.70.96:4184 -> 1
231.70.794.53:6526 -> 1
607.52.233.81:5271 -> 1
789.52.631.42:5523 -> 1
966.90.934.59:6343 -> 1
180.9.101.32:5480 -> 1
851.55.428.30:5092 -> 1
570.1.960.68:5459 -> 1
142.56.390.96:4824 -> 1
915.51.321.36:6878 -> 1
719.28.76.80:5286 -> 1
751.16.324.69:5942 -> 1
29.93.904.72:6238 -> 1
530.19.229.72:4785 -> 1
818.79.530.78:5153 -> 1
567.41.306.94:6693 -> 1
57.90.816.29:6650 -> 1
474.21.709.15:4303 -> 1
344.34.417.17:4520 -> 1
591.69.164.67:4925 -> 1
306.60.708.81:4534 -> 1
978.28.86.5:5287 -> 1
981.44.39.46:4154 -> 1
402.59.986.55:5407 -> 1
154.15.268.24:6478 -> 1
794.34.965.97:4440 -> 1
117.51.5.58:4742 -> 1
596.84.748.84:4223 -> 1
365.65.271.7:4505 -> 1
282.35.327.6:4183 -> 1
453.86.702.5:6117 -> 1
317.83.993.94:6636 -> 1
427.43.55.3:5712 -> 1
312.18.333.39:4454 -> 1
110.4.366.53:6825 -> 1
45.73.248.51:4571 -> 1
534.44.934.67:6567 -> 1
788.28.128.52:6921 -> 1
63.6.439.96:5633 -> 1
639.95.427.62:5110 -> 1
832.12.797.74:6493 -> 1
452.79.413.40:6201 -> 1
195.6.940.22:5366 -> 1
20.70.849.39:6539 -> 1
73.3.233.96:4436 -> 1
297.47.928.53:5203 -> 1
142.63.723.92:4969 -> 1
22.82.421.21:6165 -> 1
302.50.458.11:6857 -> 1
492.29.879.1:5764 -> 1
449.82.536.86:6999 -> 1
512.5.521.45:6317 -> 1
126.40.990.63:4954 -> 1
67.43.358.60:4188 -> 1
511.82.213.60:5181 -> 1
527.14.560.98:6236 -> 1
706.95.874.40:5817 -> 1
577.6.705.89:4754 -> 1
118.75.417.83:6314 -> 1
732.80.165.94:4484 -> 1
429.34.56.37:4143 -> 1
727.87.379.16:5198 -> 1
604.88.514.34:4246 -> 1
815.23.59.4:6105 -> 1
854.53.35.91:4782 -> 1
580.61.544.73:5176 -> 1
793.90.4.81:6675 -> 1
156.96.877.34:5173 -> 1
178.98.566.65:6559 -> 1
535.74.603.77:4251 -> 1
668.50.603.10:4548 -> 1
71.48.884.1:5986 -> 1
329.80.289.31:4642 -> 1
117.45.844.58:4118 -> 1
345.71.20.7:4778 -> 1
522.53.320.48:5077 -> 1
511.9.232.35:5640 -> 1
216.66.281.94:5972 -> 1
37.56.172.46:5014 -> 1
271.73.521.93:4352 -> 1
619.87.152.34:5705 -> 1
86.33.860.65:4392 -> 1
483.76.340.64:4493 -> 1
86.25.262.16:5702 -> 1
175.79.341.1:5828 -> 1
551.91.703.81:5111 -> 1
805.70.437.72:4451 -> 1
834.47.176.84:4556 -> 1
152.23.379.66:5391 -> 1
780.76.691.72:6422 -> 1
246.85.6.52:5376 -> 1
204.38.785.61:5314 -> 1
110.26.671.21:4164 -> 1
670.48.734.67:6221 -> 1
524.25.909.19:5018 -> 1
315.19.230.61:6006 -> 1
594.48.424.27:5330 -> 1
641.69.231.19:4306 -> 1
723.4.162.28:6813 -> 1
161.65.125.25:5696 -> 1
942.54.919.19:5429 -> 1
Jul 11
540.32.971.93:5522 -> 1
103.83.222.44:4128 -> 1
84.81.628.59:6792 -> 1
409.23.951.58:6047 -> 1
848.74.986.96:6148 -> 1
600.54.28.25:5583 -> 1
543.77.867.94:5576 -> 1
710.66.39.52:6261 -> 1
803.22.299.71:4383 -> 1
192.53.736.79:5789 -> 1
317.40.113.46:6319 -> 1
614.45.886.10:6788 -> 1
110.40.193.72:4433 -> 1
563.93.310.37:5038 -> 1
338.41.507.28:4801 -> 1
273.8.645.1:6188 -> 1
282.83.945.84:5710 -> 1
532.88.247.31:6053 -> 1
4.25.436.68:5701 -> 1
747.28.178.76:5440 -> 1
289.42.555.66:4887 -> 1
988.42.283.70:5561 -> 1
814.80.947.12:6835 -> 1
700.63.609.54:6044 -> 1
437.96.918.6:4072 -> 1
63.85.607.77:5610 -> 1
35.75.560.39:4922 -> 1
346.27.804.75:4746 -> 1
269.66.906.85:6264 -> 1
562.9.888.36:5562 -> 1
742.16.232.35:6936 -> 1
176.25.534.53:4558 -> 1
591.83.880.67:4715 -> 1
869.72.849.11:4393 -> 1
479.91.226.77:4985 -> 1
813.13.542.11:4233 -> 1
872.44.396.43:4451 -> 1
9.67.519.73:5762 -> 1
456.20.902.88:4931 -> 1
468.76.384.29:5924 -> 1
27.86.94.4:4217 -> 1
650.70.57.69:6878 -> 1
906.17.385.34:6116 -> 1
73.49.559.21:4431 -> 1
505.16.232.56:6883 -> 1
158.79.869.20:6223 -> 1
380.34.12.40:4931 -> 1
62.35.346.80:4532 -> 1
80.59.486.74:4290 -> 1
708.62.377.70:6424 -> 1
786.69.289.69:5483 -> 1
731.85.873.12:5669 -> 1
912.85.689.31:6729 -> 1
518.28.450.3:6830 -> 1
209.49.826.92:6112 -> 1
483.69.81.78:5481 -> 1
713.2.357.13:4194 -> 1
78.56.757.98:4311 -> 1
225.81.530.53:6799 -> 1
804.81.726.39:5513 -> 1
594.93.976.67:5521 -> 1
334.3.893.86:4886 -> 1
163.19.854.70:6704 -> 1
580.83.389.66:5284 -> 1
512.92.591.20:4734 -> 1
596.54.188.58:6042 -> 1
331.49.161.41:4046 -> 1
5.53.914.63:6063 -> 1
169.27.713.26:4963 -> 1
53.5.127.75:5057 -> 1
976.40.455.53:4794 -> 1
729.23.388.92:4512 -> 1
422.37.849.36:5537 -> 1
514.1.688.24:6214 -> 1
948.46.252.7:4551 -> 1
230.60.510.54:5482 -> 1
143.50.302.83:5129 -> 1
539.3.350.90:5162 -> 1
508.94.464.79:6938 -> 1
205.34.680.67:4771 -> 1
702.38.949.43:6712 -> 1
916.21.971.37:5902 -> 1
801.30.98.56:4625 -> 1
362.49.683.55:6534 -> 1
955.96.997.37:4969 -> 1
539.24.912.65:4020 -> 1
421.44.322.77:5514 -> 1
908.72.960.55:4292 -> 1
190.87.6.83:6154 -> 1
627.21.989.79:4896 -> 1
8.91.130.81:5713 -> 1
535.60.950.90:5226 -> 1
455.36.597.36:4796 -> 1
414.46.815.89:6235 -> 1
332.3.220.28:6443 -> 1
235.41.952.13:4919 -> 1
735.91.820.28:5063 -> 1
3.15.471.15:6311 -> 1
575.22.969.33:4598 -> 1
311.66.751.23:5876 -> 1
591.12.931.29:5340 -> 1
718.32.898.51:5001 -> 1
982.37.492.47:5504 -> 1
957.24.822.17:5982 -> 1
439.36.731.58:4385 -> 1
346.18.571.66:6050 -> 1
747.60.340.3:4667 -> 1
527.37.952.58:4390 -> 1
429.59.657.51:6334 -> 1
623.51.609.59:6378 -> 1
689.13.908.46:5220 -> 1
156.78.441.35:5472 -> 1
287.18.368.10:5153 -> 1
371.22.379.81:6862 -> 1
474.27.268.38:6532 -> 1
Jul 12
34.62.138.7:6488 -> 1
280.87.594.40:4786 -> 1
87.3.581.97:4746 -> 1
239.78.612.22:4381 -> 1
746.42.839.78:4313 -> 1
816.28.786.18:5928 -> 1
238.42.276.48:6674 -> 1
86.51.957.33:6997 -> 1
919.71.978.8:6478 -> 1
445.29.649.3:6346 -> 1
537.81.949.39:4283 -> 1
513.59.471.3:5796 -> 1
446.9.933.56:4392 -> 1
213.56.459.14:4144 -> 1
635.49.126.55:6133 -> 1
202.34.660.33:4741 -> 1
62.97.550.14:5007 -> 1
281.69.870.24:5440 -> 1
393.92.970.53:5622 -> 1
329.58.308.72:6335 -> 1
502.93.576.13:5200 -> 1
231.56.318.68:4020 -> 1
320.41.557.57:6508 -> 1
219.63.26.27:5119 -> 1
228.76.521.87:6523 -> 1
248.39.835.16:4830 -> 1
400.13.953.64:4986 -> 1
722.12.579.3:6734 -> 1
196.87.322.79:4532 -> 1
84.51.413.84:5584 -> 1
9.13.887.40:4931 -> 1
156.24.833.10:5568 -> 1
740.42.84.60:5879 -> 1
524.40.903.30:5807 -> 1
324.56.889.90:6822 -> 1
566.32.497.89:6494 -> 1
203.63.285.44:5980 -> 1
437.47.86.58:6045 -> 1
581.56.904.15:6666 -> 1
932.51.560.52:4241 -> 1
8.73.684.56:6276 -> 1
153.71.858.20:5960 -> 1
747.13.980.10:5687 -> 1
386.50.452.35:6555 -> 1
121.8.964.13:5145 -> 1
563.89.366.90:6454 -> 1
383.63.646.35:5425 -> 1
525.87.126.6:5608 -> 1
70.79.617.27:6203 -> 1
290.48.696.30:5761 -> 1
933.30.270.69:5036 -> 1
432.25.264.17:6170 -> 1
798.34.685.31:6320 -> 1
771.18.900.86:6507 -> 1
451.35.331.43:5590 -> 1
240.39.813.25:4406 -> 1
181.51.572.8:4250 -> 1
1.94.523.85:5883 -> 1
418.48.16.87:4212 -> 1
511.60.700.28:5327 -> 1
771.98.621.45:5074 -> 1
400.84.938.67:5342 -> 1
171.87.439.52:4780 -> 1
947.90.906.84:5105 -> 1
510.85.973.36:6508 -> 1
201.17.376.42:4872 -> 1
836.42.533.36:4995 -> 1
1.68.311.92:4927 -> 1
842.25.528.15:4444 -> 1
950.82.449.10:4300 -> 1
923.72.167.48:4413 -> 1
610.63.376.59:5600 -> 1
124.38.15.90:4477 -> 1
776.1.720.43:6584 -> 1
486.57.455.68:4772 -> 1
744.16.916.7:4286 -> 1
880.24.738.47:6075 -> 1
874.6.841.33:4033 -> 1
346.59.462.5:5799 -> 1
161.51.717.18:4012 -> 1
551.69.719.79:6885 -> 1
744.65.987.19:6271 -> 1
997.89.828.75:6256 -> 1
49.63.980.70:4533 -> 1
298.47.117.41:4389 -> 1
173.30.289.76:5445 -> 1
344.59.380.58:4402 -> 1
418.98.733.86:4729 -> 1
560.24.136.64:5427 -> 1
536.79.151.68:5211 -> 1
870.36.986.76:6451 -> 1
398.68.326.1:5125 -> 1
335.89.693.10:6181 -> 1
530.55.232.26:4111 -> 1
264.70.896.28:4635 -> 1
541.5.253.78:6338 -> 1
269.84.770.25:4315 -> 1
397.79.28.83:6251 -> 1
220.1.859.17:5023 -> 1
479.8.267.44:5595 -> 1
540.82.285.87:5665 -> 1
666.77.491.25:4767 -> 1
181.81.752.70:5384 -> 1
843.58.325.59:6904 -> 1
612.71.955.55:4008 -> 1
390.18.339.91:6610 -> 1
699.7.656.90:4863 -> 1
545.2.397.47:5030 -> 1
767.91.267.45:5526 -> 1
640.1.573.38:5458 -> 1
351.32.584.71:4028 -> 1
567.39.166.26:5532 -> 1
781.86.49.93:6580 -> 1
777.55.364.29:5282 -> 1
407.9.100.71:6690 -> 1
676.60.352.10:4970 -> 1
785.57.264.65:5109 -> 1
456.98.397.41:4210 -> 1
94.19.725.10:5224 -> 1
189.50.691.92:4854 -> 1
88.92.152.56:5503 -> 1
880.69.617.70:6470 -> 1
914.11.785.15:6292 -> 1
Jul 13
239.8.904.52:5857 -> 1
575.23.614.55:4725 -> 1
612.27.224.8:4995 -> 1
69.25.332.41:5072 -> 1
905.78.764.84:5041 -> 1
184.27.621.18:6344 -> 1
504.6.679.81:5277 -> 1
494.20.94.28:6541 -> 1
714.76.253.81:4630 -> 1
290.14.24.40:6167 -> 1
488.92.890.65:5011 -> 1
150.77.285.14:5166 -> 1
307.52.434.81:6942 -> 1
674.8.139.82:6503 -> 1
933.50.596.12:6347 -> 1
439.19.844.26:4855 -> 1
827.32.468.5:6190 -> 1
465.38.950.39:6225 -> 1
223.7.90.64:6744 -> 1
151.38.65.82:4466 -> 1
185.59.258.93:6609 -> 1
415.65.977.23:6760 -> 1
361.77.627.78:6811 -> 1
490.1.357.74:5305 -> 1
958.51.19.65:6569 -> 1
584.84.990.15:4275 -> 1
353.96.459.79:6772 -> 1
101.64.195.86:4483 -> 1
147.89.830.27:6704 -> 1
104.58.845.3:5429 -> 1
826.5.215.83:5834 -> 1
224.32.728.41:6875 -> 1
642.5.459.67:6414 -> 1
801.57.175.43:6869 -> 1
613.45.686.66:6143 -> 1
123.44.898.82:4223 -> 1
693.60.859.68:4448 -> 1
258.61.728.92:5522 -> 1
568.11.764.17:6514 -> 1
37.17.37.9:4381 -> 1
715.82.99.25:6171 -> 1
889.58.774.58:5643 -> 1
524.46.688.18:6847 -> 1
693.49.192.19:4397 -> 1
395.66.678.10:5183 -> 1
100.7.540.89:4292 -> 1
746.48.90.51:4388 -> 1
463.81.171.53:6639 -> 1
207.64.255.52:6746 -> 1
956.94.990.7:6776 -> 1
238.54.189.24:5155 -> 1
848.34.729.10:5166 -> 1
68.38.647.39:6183 -> 1
455.4.473.78:5329 -> 1
230.3.385.71:6793 -> 1
186.36.562.36:4785 -> 1
399.89.87.91:5877 -> 1
153.28.545.14:6050 -> 1
792.77.500.90:6631 -> 1
188.93.419.80:5960 -> 1
983.73.434.65:6604 -> 1
331.33.727.42:4646 -> 1
248.2.689.56:6226 -> 1
76.63.611.43:6921 -> 1
615.28.248.33:5345 -> 1
399.76.894.37:6418 -> 1
576.83.166.53:4683 -> 1
194.28.334.17:6058 -> 1
549.86.278.33:4525 -> 1
768.38.841.46:5992 -> 1
423.67.957.4:5603 -> 1
159.20.939.72:6452 -> 1
171.8.785.82:6112 -> 1
40.34.95.37:5106 -> 1
773.69.326.5:5525 -> 1
616.94.946.66:4380 -> 1
146.71.780.14:5567 -> 1
932.16.407.21:5291 -> 1
41.36.538.20:5690 -> 1
639.55.591.94:5633 -> 1
683.36.253.92:5392 -> 1
240.25.674.74:5144 -> 1
452.30.649.71:5650 -> 1
438.53.228.2:5959 -> 1
410.24.116.94:4301 -> 1
806.46.37.27:6020 -> 1
683.72.278.23:5546 -> 1
948.49.263.3:5550 -> 1
550.92.493.22:4206 -> 1
380.2.188.50:4388 -> 1
584.33.782.44:5054 -> 1
95.79.217.35:5035 -> 1
70.24.277.19:5800 -> 1
882.79.172.8:4495 -> 1
973.71.424.16:4029 -> 1
16.64.675.44:5528 -> 1
347.4.679.32:4868 -> 1
861.48.527.41:6863 -> 1
206.49.953.1:6156 -> 1
700.82.102.50:6264 -> 1
515.41.600.27:4616 -> 1
400.53.25.73:5823 -> 1
2.30.316.8:6280 -> 1
900.18.36.47:4151 -> 1
941.87.852.13:5387 -> 1
66.80.78.78:5055 -> 1
216.44.742.94:6405 -> 1
372.9.472.23:6764 -> 1
25.81.897.29:4080 -> 1
747.25.642.97:6057 -> 1
468.48.302.15:6314 -> 1
865.14.340.47:6208 -> 1
759.77.108.36:4012 -> 1
326.29.156.96:5633 -> 1
259.70.79.1:4682 -> 1
196.9.863.38:5493 -> 1
592.36.780.92:4723 -> 1
575.74.509.59:6895 -> 1
795.71.709.69:6822 -> 1
295.63.543.44:5998 -> 1
282.68.310.75:6508 -> 1
287.44.534.86:6041 -> 1
53.45.549.89:6510 -> 1
605.70.57.84:5663 -> 1
564.58.219.19:4655 -> 1
237.15.874.93:4451 -> 1
253.53.206.32:6336 -> 1
720.88.289.74:5773 -> 1
345.69.74.70:5305 -> 1
360.74.40.75:5717 -> 1
273.56.632.89:5237 -> 1
629.37.993.61:5902 -> 1
Jul 14
594.21.287.47:5318 -> 1
496.64.743.10:6805 -> 1
994.23.334.15:4330 -> 1
850.9.796.58:4668 -> 1
354.66.231.91:5998 -> 1
283.13.24.49:5183 -> 1
414.35.548.13:4821 -> 1
231.59.854.43:5415 -> 1
542.53.515.18:6872 -> 1
741.19.567.27:5332 -> 1
756.32.978.7:6477 -> 1
692.97.617.57:6808 -> 1
141.11.493.6:4045 -> 1
210.68.821.59:6614 -> 1
50.77.666.70:4893 -> 1
423.10.987.88:5457 -> 1
327.54.779.83:5099 -> 1
905.15.203.76:5624 -> 1
97.1.206.4:4142 -> 1
380.89.117.70:6748 -> 1
324.12.111.1:5341 -> 1
118.50.218.51:6819 -> 1
668.6.743.30:5964 -> 1
134.50.676.32:6810 -> 1
221.79.767.29:4939 -> 1
778.5.912.29:5374 -> 1
398.46.591.33:4484 -> 1
463.15.553.97:4034 -> 1
478.36.590.63:4934 -> 1
344.13.325.63:5774 -> 1
606.93.94.17:5249 -> 1
545.15.397.75:4785 -> 1
480.1.828.43:4873 -> 1
690.33.15.69:6518 -> 1
708.42.692.9:5686 -> 1
163.18.176.30:4569 -> 1
317.57.432.82:5315 -> 1
802.76.823.24:4331 -> 1
200.89.503.79:4632 -> 1
236.62.102.2:5775 -> 1
557.23.522.42:4322 -> 1
14.56.683.53:5210 -> 1
434.39.461.51:5528 -> 1
732.83.137.11:6644 -> 1
608.87.353.87:6626 -> 1
873.71.793.65:4969 -> 1
739.75.679.91:6973 -> 1
411.41.259.66:4446 -> 1
220.79.751.51:6761 -> 1
285.19.578.38:5021 -> 1
550.78.940.26:4227 -> 1
671.79.920.90:6487 -> 1
315.60.412.68:6090 -> 1
967.25.181.40:5980 -> 1
422.70.219.82:4274 -> 1
963.75.782.30:5352 -> 1
870.42.324.81:5193 -> 1
797.86.170.22:5840 -> 1
370.79.887.63:4044 -> 1
181.18.119.14:5526 -> 1
484.5.450.83:5926 -> 1
766.88.893.81:6655 -> 1
728.40.95.31:4486 -> 1
722.18.9.62:6293 -> 1
553.81.540.62:4756 -> 1
268.49.237.81:6104 -> 1
261.57.393.20:6004 -> 1
275.28.831.73:6616 -> 1
16.92.234.83:5861 -> 1
492.30.863.16:5634 -> 1
48.62.348.4:5359 -> 1
204.8.578.28:6055 -> 1
700.59.836.8:6721 -> 1
991.56.292.66:4694 -> 1
775.93.216.59:5266 -> 1
588.9.441.10:6399 -> 1
88.26.771.65:5956 -> 1
286.53.180.94:4401 -> 1
771.20.739.9:4424 -> 1
676.59.66.45:6783 -> 1
878.7.232.94:5259 -> 1
612.93.294.43:5416 -> 1
696.28.308.93:4566 -> 1
973.8.106.73:5507 -> 1
183.68.419.72:6669 -> 1
332.5.643.42:4871 -> 1
375.90.434.24:5356 -> 1
156.60.831.58:6584 -> 1
553.2.458.48:5613 -> 1
180.68.173.26:4288 -> 1
731.3.187.12:6734 -> 1
342.97.864.17:6758 -> 1
85.6.340.70:6294 -> 1
650.10.376.3:5430 -> 1
398.90.943.77:5695 -> 1
69.43.19.53:5792 -> 1
903.14.420.25:4264 -> 1
631.41.626.27:6661 -> 1
669.85.376.32:5997 -> 1
898.96.360.74:5674 -> 1
785.82.842.75:4252 -> 1
441.85.636.12:4080 -> 1
968.84.499.5:5282 -> 1
323.56.208.98:5983 -> 1
683.57.676.79:4812 -> 1
906.87.620.95:5181 -> 1
332.10.671.41:4284 -> 1
460.35.781.23:6963 -> 1
933.71.237.75:6317 -> 1
244.90.536.42:6984 -> 1
789.64.748.52:4627 -> 1
353.51.58.14:4319 -> 1
849.56.784.65:4247 -> 1
145.37.401.71:5954 -> 1
436.60.420.15:6953 -> 1
271.8.553.6:4091 -> 1
330.41.503.63:5674 -> 1
448.15.801.55:4461 -> 1
712.73.410.25:6186 -> 1
659.86.155.15:6775 -> 1
887.47.41.28:5153 -> 1
722.95.160.45:5869 -> 1
911.8.721.34:6234 -> 1
24.26.445.58:4364 -> 1
836.9.224.37:4012 -> 1
454.91.956.14:5535 -> 1
564.13.386.37:6361 -> 1
727.35.757.9:5032 -> 1
140.89.255.66:5826 -> 1
396.5.394.36:5967 -> 1
471.15.729.50:5814 -> 1
522.26.73.24:5125 -> 1
56.98.374.47:4929 -> 1
518.25.249.61:6540 -> 1
780.64.769.20:5046 -> 1
208.80.120.95:5020 -> 1
417.67.465.15:6294 -> 1
880.76.419.84:5989 -> 1
461.32.800.53:6875 -> 1
Jul 15
726.19.320.48:5461 -> 1
283.81.830.71:6169 -> 1
294.57.823.95:6276 -> 1
487.9.420.83:4403 -> 1
461.44.909.67:5283 -> 1
792.16.162.22:5090 -> 1
197.3.322.74:5416 -> 1
696.62.209.68:6811 -> 1
968.48.564.4:4579 -> 1
383.32.159.49:5749 -> 1
633.21.56.21:6423 -> 1
924.3.755.56:4138 -> 1
719.70.894.95:4215 -> 1
428.27.919.61:6211 -> 1
805.65.243.67:4814 -> 1
33.22.100.54:5420 -> 1
310.34.381.29:6141 -> 1
52.60.958.93:4627 -> 1
63.6.400.87:6374 -> 1
726.95.609.78:4734 -> 1
466.91.401.58:5986 -> 1
141.81.944.96:4140 -> 1
379.32.97.48:5421 -> 1
693.27.266.60:5139 -> 1
845.97.79.36:6970 -> 1
421.46.923.34:6892 -> 1
276.54.216.34:4053 -> 1
644.40.493.57:5309 -> 1
744.86.636.27:6030 -> 1
532.53.308.58:4847 -> 1
636.97.156.54:4132 -> 1
940.29.686.4:5198 -> 1
703.39.343.35:6855 -> 1
424.39.457.76:6053 -> 1
882.80.507.28:6029 -> 1
878.37.800.76:5329 -> 1
674.74.191.40:5087 -> 1
549.66.317.36:4823 -> 1
338.20.264.40:6570 -> 1
895.5.340.17:6816 -> 1
27.56.628.51:5597 -> 1
397.60.818.77:4198 -> 1
95.38.530.20:5249 -> 1
132.54.186.95:4341 -> 1
903.18.674.27:6047 -> 1
430.69.186.94:5513 -> 1
551.57.601.91:4675 -> 1
53.36.43.23:5808 -> 1
465.40.668.26:4328 -> 1
338.34.121.40:6458 -> 1
665.8.691.7:6768 -> 1
938.37.613.48:5477 -> 1
293.69.984.20:6389 -> 1
774.50.104.14:6620 -> 1
954.25.609.83:5064 -> 1
348.61.75.55:5465 -> 1
261.30.644.53:5849 -> 1
809.31.648.52:6132 -> 1
950.8.825.80:6344 -> 1
899.93.966.43:4622 -> 1
934.28.820.62:6402 -> 1
174.52.233.43:6340 -> 1
462.64.772.22:6618 -> 1
983.86.560.44:6011 -> 1
314.73.225.40:6560 -> 1
991.46.407.81:5602 -> 1
32.97.493.55:6242 -> 1
381.32.178.4:5678 -> 1
454.49.403.59:5103 -> 1
997.60.187.68:4420 -> 1
908.70.943.38:5931 -> 1
872.35.354.43:6592 -> 1
597.20.396.95:6565 -> 1
676.9.13.51:6100 -> 1
27.53.527.97:5080 -> 1
514.71.447.80:6250 -> 1
425.90.801.6:4328 -> 1
470.25.601.97:6460 -> 1
816.54.988.58:4949 -> 1
490.27.377.88:4425 -> 1
131.23.522.38:6373 -> 1
655.21.333.37:4487 -> 1
464.91.261.67:4061 -> 1
92.79.508.38:4936 -> 1
202.36.18.64:4525 -> 1
923.65.263.34:4789 -> 1
891.7.893.7:4659 -> 1
268.31.656.62:4540 -> 1
290.84.247.66:4945 -> 1
247.35.134.41:5202 -> 1
53.3.420.7:5335 -> 1
731.2.438.94:5570 -> 1
235.31.755.73:4682 -> 1
884.52.147.96:6857 -> 1
415.96.767.68:4333 -> 1
480.31.220.2:4760 -> 1
742.30.438.34:4775 -> 1
Jul 16
168.92.965.84:6743 -> 1
37.97.367.73:6345 -> 1
905.53.506.86:4658 -> 1
429.8.386.87:4361 -> 1
717.97.103.84:5428 -> 1
782.8.356.66:4555 -> 1
584.6.472.7:6109 -> 1
557.38.300.15:5334 -> 1
450.3.960.83:6289 -> 1
494.33.273.33:4033 -> 1
700.47.795.44:5510 -> 1
567.67.884.27:6671 -> 1
392.56.419.37:6585 -> 1
834.1.817.51:4191 -> 1
990.87.715.21:6558 -> 1
683.69.50.67:5698 -> 1
68.98.376.30:4392 -> 1
46.62.485.49:4131 -> 1
769.77.511.33:6144 -> 1
556.32.764.75:5079 -> 1
234.5.864.26:4945 -> 1
437.70.441.81:4499 -> 1
359.35.857.28:6642 -> 1
884.22.865.61:6444 -> 1
937.32.267.61:6569 -> 1
879.65.208.23:4544 -> 1
445.85.798.12:5367 -> 1
698.40.288.3:4898 -> 1
957.33.614.55:6856 -> 1
887.56.225.77:6509 -> 1
329.59.766.51:5855 -> 1
339.57.528.84:6090 -> 1
984.39.899.36:6428 -> 1
975.79.930.7:5176 -> 1
390.94.714.47:5443 -> 1
177.95.679.43:4466 -> 1
301.58.417.68:5513 -> 1
63.19.449.13:4376 -> 1
606.75.597.85:5786 -> 1
611.43.727.69:6963 -> 1
436.64.817.73:6745 -> 1
979.72.249.4:6114 -> 1
332.54.588.33:6357 -> 1
372.73.48.98:4935 -> 1
974.52.821.3:5462 -> 1
370.21.430.33:6419 -> 1
892.19.888.18:5669 -> 1
545.69.560.69:5822 -> 1
890.98.523.48:6574 -> 1
294.64.460.42:6344 -> 1
589.82.106.68:5085 -> 1
67.87.772.86:4325 -> 1
830.94.370.43:4423 -> 1
452.39.62.85:4603 -> 1
69.44.901.68:6450 -> 1
446.19.29.36:6465 -> 1
881.93.217.95:6521 -> 1
321.1.355.69:4523 -> 1
854.33.88.77:5233 -> 1
831.82.601.63:5011 -> 1
296.62.606.26:6222 -> 1
560.77.42.97:4055 -> 1
443.35.29.48:4631 -> 1
744.61.686.47:6340 -> 1
333.12.416.51:6086 -> 1
856.42.473.65:5601 -> 1
493.25.708.15:6450 -> 1
967.58.53.7:6099 -> 1
571.20.6.60:5881 -> 1
743.55.876.24:4174 -> 1
528.13.779.94:6323 -> 1
537.53.996.33:4163 -> 1
457.80.168.24:4957 -> 1
100.70.107.2:5347 -> 1
888.57.68.34:5149 -> 1
202.55.578.15:6361 -> 1
475.70.314.96:4974 -> 1
736.59.953.51:6610 -> 1
973.2.665.90:6028 -> 1
708.85.251.50:5898 -> 1
686.38.53.11:4131 -> 1
500.66.738.58:5786 -> 1
306.64.856.36:5414 -> 1
334.48.522.75:6270 -> 1
505.71.295.43:4196 -> 1
125.18.216.57:4495 -> 1
809.77.88.10:4553 -> 1
304.58.298.61:5258 -> 1
953.86.137.11:6050 -> 1
